TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2020,1,28,1,0,23XX FERNDALE ST,Grandview-Woodland,495844.1049,5458548.4823
Theft from Vehicle,2020,12,1,23,0,2XX SEMLIN DR,Grandview-Woodland,495379.7693,5458917.7837
Theft from Vehicle,2020,3,22,8,51,2XX TEMPLETON DR,Grandview-Woodland,495661.0206,5458913.5869
Theft from Vehicle,2020,7,13,3,0,2XX N TEMPLETON DR,Grandview-Woodland,495655.4135,5459338.6592
Theft from Vehicle,2020,1,2,20,30,3X N TEMPLETON DR,Grandview-Woodland,495653.1619,5459153.444
Theft from Vehicle,2020,8,27,17,30,3X N TEMPLETON DR,Grandview-Woodland,495653.1619,5459153.444
Theft from Vehicle,2020,8,27,19,23,3X N TEMPLETON DR,Grandview-Woodland,495653.1619,5459153.444
Theft from Vehicle,2020,12,14,1,0,3XX COMMERCIAL DR,Grandview-Woodland,494885.9521,5458822.7722
Theft from Vehicle,2020,4,30,21,30,3XX GARDEN DR,Grandview-Woodland,495789.8717,5458779.9272
Theft from Vehicle,2020,3,12,8,0,3XX WOODLAND DR,Grandview-Woodland,494712.752,5458795.9282
Theft from Vehicle,2020,7,13,12,0,3XX WOODLAND DR,Grandview-Woodland,494712.752,5458795.9282
Theft from Vehicle,2020,1,18,16,5,3XX WOODLAND DR,Grandview-Woodland,494721.7515,5458825.9379
Theft from Vehicle,2020,11,18,20,0,3XX MCLEAN DR,Grandview-Woodland,494615.8638,5458828.0069
Theft from Vehicle,2020,8,23,22,0,4XX TEMPLETON DR,Grandview-Woodland,495657.5982,5458682.8824
Theft from Vehicle,2020,7,19,14,0,4XX VICTORIA DR,Grandview-Woodland,495225.6096,5458652.932
Theft from Vehicle,2020,3,2,21,0,4XX WOODLAND DR,Grandview-Woodland,494712.7457,5458713.6358
Theft from Vehicle,2020,4,25,19,30,4XX WOODLAND DR,Grandview-Woodland,494722.101,5458723.4835
Theft from Vehicle,2020,8,25,6,0,4XX WOODLAND DR,Grandview-Woodland,494722.101,5458723.4835
Theft from Vehicle,2020,4,22,1,0,4XX LAKEWOOD DR,Grandview-Woodland,495517.3559,5458682.971
Theft from Vehicle,2020,6,4,1,0,4XX MCLEAN DR,Grandview-Woodland,494604.7742,5458688.0377
Theft from Vehicle,2020,3,15,9,0,4XX SALSBURY DR,Grandview-Woodland,495037.8042,5458721.1364
Theft from Vehicle,2020,5,20,9,0,4XX SALSBURY DR,Grandview-Woodland,495037.8042,5458721.1364
Theft from Vehicle,2020,12,13,0,0,5X N NANAIMO ST,Grandview-Woodland,495884.5972,5459167.468
Theft from Vehicle,2020,10,19,22,0,5XX GARDEN DR,Grandview-Woodland,495787.7803,5458564.6159
Theft from Vehicle,2020,5,21,18,0,5XX MCLEAN DR,Grandview-Woodland,494613.7101,5458561.7079
Theft from Vehicle,2020,6,7,16,0,5XX MCLEAN DR,Grandview-Woodland,494613.7101,5458561.7079
Theft from Vehicle,2020,11,3,0,0,5XX TEMPLETON DR,Grandview-Woodland,495656.8045,5458608.6177
Theft from Vehicle,2020,4,15,14,9,6X VICTORIA DR,Grandview-Woodland,495238.9216,5459054.6492
Theft from Vehicle,2020,12,22,19,0,6XX COMMERCIAL DR,Grandview-Woodland,494870.7609,5458480.1775
Theft from Vehicle,2020,1,26,17,0,6XX COMMERCIAL DR,Grandview-Woodland,494870.8486,5458485.9346
Theft from Vehicle,2020,4,18,23,0,6XX WOODLAND DR,Grandview-Woodland,494717.7266,5458498.1993
Theft from Vehicle,2020,5,31,23,0,6XX SALSBURY DR,Grandview-Woodland,495034.6095,5458503.6297
Theft from Vehicle,2020,9,25,5,40,6XX SEMLIN DR,Grandview-Woodland,495371.6861,5458473.4443
Theft from Vehicle,2020,8,24,0,0,7XX GARDEN DR,Grandview-Woodland,495795.6223,5458393.1376
Theft from Vehicle,2020,1,29,23,0,7XX SEMLIN DR,Grandview-Woodland,495363.2839,5458366.2974
Theft from Vehicle,2020,3,25,18,0,7XX WOODLAND DR,Grandview-Woodland,494716.0721,5458417.4867
Theft from Vehicle,2020,9,23,14,53,8XX MCLEAN DR,Grandview-Woodland,494611.4062,5458317.4597
Theft from Vehicle,2020,11,15,18,25,9XX COMMERCIAL DR,Grandview-Woodland,494951.2847,5458208.2388
Theft from Vehicle,2020,10,17,17,0,9XX SALSBURY DR,Grandview-Woodland,495081.8341,5458176.4945
Theft from Vehicle,2020,11,8,20,0,9XX SALSBURY DR,Grandview-Woodland,495091.5123,5458211.1613
Theft from Vehicle,2020,5,3,22,0,9XX SEMLIN DR,Grandview-Woodland,495372.6994,5458164.3421
Theft from Vehicle,2020,11,12,6,0,9XX GARDEN DR,Grandview-Woodland,495793.7409,5458202.0592
Theft from Vehicle,2020,9,1,12,0,9XX LAKEWOOD DR,Grandview-Woodland,495512.8459,5458206.7069
Theft from Vehicle,2020,5,11,3,0,ADANAC ST / LAKEWOOD DR,Grandview-Woodland,495508.928,5458305.9403
Theft from Vehicle,2020,5,25,17,0,ADANAC ST / NANAIMO ST,Grandview-Woodland,495885.9569,5458303.0661
Theft from Vehicle,2020,8,19,19,0,CHARLES ST / COTTON DR,Grandview-Woodland,494799.3642,5457812.6121
Theft from Vehicle,2020,10,3,0,0,CLARK DR / E 2ND AVE,Grandview-Woodland,494370.3677,5457335.5012
Theft from Vehicle,2020,9,12,4,40,CLARK DR / E HASTINGS ST,Grandview-Woodland,494392.5356,5458735.1285
Theft from Vehicle,2020,4,10,7,30,CLARK DR / FRANCES ST,Grandview-Woodland,494385.4206,5458526.6349
Theft from Vehicle,2020,2,16,12,0,CLARK DR / GRANT ST,Grandview-Woodland,494374.077,5457640.8714
Theft from Vehicle,2020,2,14,10,0,COMMERCIAL DR / E 4TH AVE,Grandview-Woodland,494929.2738,5457125.9347
Theft from Vehicle,2020,12,1,12,0,COMMERCIAL DR / E 4TH AVE,Grandview-Woodland,494929.274,5457125.9352
Theft from Vehicle,2020,5,27,9,0,COMMERCIAL DR / E 7TH AVE,Grandview-Woodland,494924.7623,5456825.2005
Theft from Vehicle,2020,5,29,16,30,COMMERCIAL DR / FRANCES ST,Grandview-Woodland,494875.8825,5458516.2507
Theft from Vehicle,2020,4,1,22,0,COMMERCIAL DR / PANDORA ST,Grandview-Woodland,494883.7862,5458927.9976
Theft from Vehicle,2020,9,19,17,15,COMMERCIAL DR / PANDORA ST,Grandview-Woodland,494883.7862,5458927.9976
Theft from Vehicle,2020,9,19,17,30,COMMERCIAL DR / PANDORA ST,Grandview-Woodland,494883.7862,5458927.9976
Theft from Vehicle,2020,3,24,15,0,COMMERCIAL DR / POWELL ST,Grandview-Woodland,494883.8523,5459014.7108
Theft from Vehicle,2020,9,4,2,30,COMMERCIAL DR / POWELL ST,Grandview-Woodland,494883.8523,5459014.7108
Theft from Vehicle,2020,9,11,3,0,COMMERCIAL DR / POWELL ST,Grandview-Woodland,494883.8523,5459014.7108
Theft from Vehicle,2020,11,1,10,0,E 1ST AVE / MCLEAN DR,Grandview-Woodland,494513.2404,5457433.187
Theft from Vehicle,2020,7,11,20,0,E 2ND AVE / WOODLAND DR,Grandview-Woodland,494651.3337,5457332.6976
Theft from Vehicle,2020,8,3,3,0,E 3RD AVE / WOODLAND DR,Grandview-Woodland,494649.8747,5457231.923
Theft from Vehicle,2020,6,22,18,30,E HASTINGS ST / MCLEAN DR,Grandview-Woodland,494609.4772,5458731.1317
Theft from Vehicle,2020,8,16,22,0,E HASTINGS ST / MCLEAN DR,Grandview-Woodland,494609.4772,5458731.1317
Theft from Vehicle,2020,10,20,12,0,E HASTINGS ST / VICTORIA DR,Grandview-Woodland,495230.8339,5458719.5962
Theft from Vehicle,2020,12,2,16,30,E HASTINGS ST / VICTORIA DR,Grandview-Woodland,495230.8339,5458719.5962
Theft from Vehicle,2020,2,13,16,30,E HASTINGS ST / WOODLAND DR,Grandview-Woodland,494717.6465,5458729.0477
Theft from Vehicle,2020,1,19,12,0,E PENDER ST / LAKEWOOD DR,Grandview-Woodland,495511.3305,5458611.0688
Theft from Vehicle,2020,1,30,16,30,E PENDER ST / MCLEAN DR,Grandview-Woodland,494609.1443,5458621.5954
Theft from Vehicle,2020,9,15,4,43,E PENDER ST / SEMLIN DR,Grandview-Woodland,495370.2026,5458611.4408
Theft from Vehicle,2020,7,19,0,0,E PENDER ST / WOODLAND DR,Grandview-Woodland,494715.3228,5458619.7025
Theft from Vehicle,2020,8,23,21,0,E PENDER ST / WOODLAND DR,Grandview-Woodland,494715.3228,5458619.7025
Theft from Vehicle,2020,9,28,19,0,E PENDER ST / WOODLAND DR,Grandview-Woodland,494715.3228,5458619.7025
Theft from Vehicle,2020,2,2,2,0,FRANCES ST / MCLEAN DR,Grandview-Woodland,494609.1339,5458521.9531
Theft from Vehicle,2020,7,10,21,0,FRANCES ST / MCLEAN DR,Grandview-Woodland,494609.1339,5458521.9531
Theft from Vehicle,2020,8,12,1,0,FRANCES ST / WOODLAND DR,Grandview-Woodland,494713.5901,5458519.6283
Theft from Vehicle,2020,1,1,20,25,FRANKLIN ST / TEMPLETON DR,Grandview-Woodland,495653.7551,5458816.3196
Theft from Vehicle,2020,10,15,19,0,FRANKLIN ST / VICTORIA DR,Grandview-Woodland,495231.8609,5458821.9057
Theft from Vehicle,2020,1,26,21,30,LAKEWOOD DR / PANDORA ST,Grandview-Woodland,495515.1672,5458919.3309
Theft from Vehicle,2020,10,1,22,0,E 4TH AVE / WOODLAND DR,Grandview-Woodland,494648.4936,5457128.2351
Theft from Vehicle,2020,10,9,19,0,E 5TH AVE / NANAIMO ST,Grandview-Woodland,495883.2407,5457016.5688
Theft from Vehicle,2020,10,9,22,30,E 5TH AVE / NANAIMO ST,Grandview-Woodland,495883.2407,5457016.5688
Theft from Vehicle,2020,11,29,1,6,E 5TH AVE / NANAIMO ST,Grandview-Woodland,495883.2407,5457016.5688
Theft from Vehicle,2020,12,21,0,0,E 6TH AVE / GARDEN DR,Grandview-Woodland,495772.522,5456915.6097
Theft from Vehicle,2020,3,16,21,48,E 7TH AVE / VICTORIA DR,Grandview-Woodland,495207.8426,5456822.9011
Theft from Vehicle,2020,4,20,22,0,GARDEN DR / GRAVELEY ST,Grandview-Woodland,495781.9385,5457516.7689
Theft from Vehicle,2020,1,4,1,46,GRAVELEY ST / VICTORIA DR,Grandview-Woodland,495216.7477,5457525.5243
Theft from Vehicle,2020,10,5,16,0,ODLUM DR / VENABLES ST,Grandview-Woodland,494482.3671,5458223.6072
Theft from Vehicle,2020,2,9,9,15,PANDORA ST / WOODLAND DR,Grandview-Woodland,494720.4431,5458930.0085
Theft from Vehicle,2020,9,13,21,30,POWELL ST / VICTORIA DR,Grandview-Woodland,495235.8594,5459122.2525
Theft from Vehicle,2020,1,1,1,30,TEMPLETON DR / VENABLES ST,Grandview-Woodland,495647.8981,5458207.2201
Theft of Bicycle,2020,7,20,19,15,10XX COMMERCIAL DR,Grandview-Woodland,494937.3102,5458068.7044
Theft of Bicycle,2020,7,20,11,0,10XX SALSBURY DR,Grandview-Woodland,495089.7782,5458098.2172
Theft of Bicycle,2020,9,6,21,21,11XX COMMERCIAL DR,Grandview-Woodland,494945.8412,5458009.0578
Theft of Bicycle,2020,10,28,4,30,12XX SALSBURY DR,Grandview-Woodland,495086.1064,5457851.3819
Theft of Bicycle,2020,2,9,10,22,13XX COMMERCIAL DR,Grandview-Woodland,494932.0384,5457716.2435
Theft of Bicycle,2020,8,10,15,40,13XX COMMERCIAL DR,Grandview-Woodland,494942.0326,5457760.1763
Theft of Bicycle,2020,7,8,16,0,13XX COTTON DR,Grandview-Woodland,494792.6937,5457794.982
Theft of Bicycle,2020,5,16,12,0,13XX SALSBURY DR,Grandview-Woodland,495085.1469,5457786.4896
Theft from Vehicle,2020,5,14,21,0,TURNER ST / VICTORIA DR,Grandview-Woodland,495228.6794,5458491.2755
Theft from Vehicle,2020,6,27,4,0,TURNER ST / VICTORIA DR,Grandview-Woodland,495228.6794,5458491.2755
Theft of Bicycle,2020,10,28,1,0,16XX FRANCES ST,Grandview-Woodland,494742.666,5458523.5961
Theft of Bicycle,2020,8,18,12,15,16XX NAPIER ST,Grandview-Woodland,494923.032,5458018.925
Theft of Bicycle,2020,4,9,19,0,18XX ADANAC ST,Grandview-Woodland,495056.9832,5458316.6393
Theft of Bicycle,2020,9,22,22,30,18XX COMMERCIAL DR,Grandview-Woodland,494926.7101,5457312.4552
Theft of Bicycle,2020,11,27,18,0,18XX E GEORGIA ST,Grandview-Woodland,495191.6866,5458413.6425
Theft of Bicycle,2020,7,1,15,54,18XX E HASTINGS ST,Grandview-Woodland,495043.0595,5458718.2326
Theft of Bicycle,2020,12,23,12,0,18XX FRANCES ST,Grandview-Woodland,495156.7658,5458505.6142
Theft of Bicycle,2020,9,18,23,30,18XX GRAVELEY ST,Grandview-Woodland,495141.5951,5457532.1007
Theft of Bicycle,2020,7,21,23,0,18XX VENABLES ST,Grandview-Woodland,495123.3459,5458208.0243
Theft of Bicycle,2020,8,10,17,0,18XX VENABLES ST,Grandview-Woodland,495212.9061,5458216.7051
Theft of Bicycle,2020,8,13,0,0,18XX WILLIAM ST,Grandview-Woodland,495136.7295,5457913.9942
Theft of Bicycle,2020,7,25,8,30,19XX E PENDER ST,Grandview-Woodland,495285.1611,5458607.1438
Theft of Bicycle,2020,11,25,16,55,19XX GRANT ST,Grandview-Woodland,495301.0567,5457617.8173
Theft of Bicycle,2020,9,10,21,0,19XX TURNER ST,Grandview-Woodland,495331.7106,5458484.8155
Theft of Bicycle,2020,4,25,0,0,11XX VICTORIA DR,Grandview-Woodland,495227.4668,5457913.9972
Theft of Bicycle,2020,12,11,18,0,14XX CHARLES ST,Grandview-Woodland,494634.3405,5457808.6614
Theft of Bicycle,2020,12,12,15,0,14XX CHARLES ST,Grandview-Woodland,494634.3405,5457808.6614
Theft of Bicycle,2020,4,27,6,30,14XX E 4TH AVE,Grandview-Woodland,494551.6088,5457133.6573
Theft of Bicycle,2020,7,28,23,0,14XX E 4TH AVE,Grandview-Woodland,494572.1643,5457133.477
Theft of Bicycle,2020,2,26,17,30,14XX E 4TH AVE,Grandview-Woodland,494618.4142,5457133.0712
Theft of Bicycle,2020,4,25,16,0,14XX E 8TH AVE,Grandview-Woodland,494625.4956,5456732.6072
Theft of Bicycle,2020,9,15,15,24,14XX E HASTINGS ST,Grandview-Woodland,494501.9083,5458728.5407
Theft of Bicycle,2020,10,24,21,0,14XX E HASTINGS ST,Grandview-Woodland,494501.9083,5458728.5407
Theft of Bicycle,2020,6,29,18,50,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Theft of Bicycle,2020,10,2,16,0,14XX E HASTINGS ST,Grandview-Woodland,494561.0742,5458727.4506
Theft of Bicycle,2020,8,5,18,30,14XX GRAVELEY ST,Grandview-Woodland,494568.3888,5457529.3081
Theft of Bicycle,2020,3,14,1,0,14XX PARKER ST,Grandview-Woodland,494489.8298,5458117.7429
Theft of Bicycle,2020,3,24,10,0,15XX ADANAC ST,Grandview-Woodland,494640.1203,5458317.1498
Theft of Bicycle,2020,7,8,20,0,15XX CHARLES ST,Grandview-Woodland,494747.5788,5457809.5697
Theft of Bicycle,2020,7,9,1,0,15XX CHARLES ST,Grandview-Woodland,494747.5788,5457809.5697
Theft of Bicycle,2020,7,10,18,0,15XX CHARLES ST,Grandview-Woodland,494747.5788,5457809.5697
Theft of Bicycle,2020,1,27,20,0,15XX COTTON DR,Grandview-Woodland,494799.7652,5457611.1481
Theft of Bicycle,2020,2,17,8,30,15XX E 1ST AVE,Grandview-Woodland,494681.1847,5457426.6902
Theft of Bicycle,2020,6,19,19,0,15XX E 2ND AVE,Grandview-Woodland,494760.8513,5457335.7454
Theft of Bicycle,2020,5,6,17,30,15XX E 4TH AVE,Grandview-Woodland,494713.5461,5457123.13
Theft of Bicycle,2020,9,5,9,20,15XX E HASTINGS ST,Grandview-Woodland,494702.2158,5458724.7723
Theft of Bicycle,2020,11,7,14,0,15XX E PENDER ST,Grandview-Woodland,494701.8719,5458615.3694
Theft of Bicycle,2020,3,23,0,0,15XX GRANT ST,Grandview-Woodland,494743.1496,5457637.7886
Theft of Bicycle,2020,4,18,23,0,15XX GRAVELEY ST,Grandview-Woodland,494675.436,5457527.7097
Theft of Bicycle,2020,8,16,21,0,15XX KITCHENER ST,Grandview-Woodland,494725.2231,5457717.948
Theft of Bicycle,2020,5,19,20,0,15XX WOODLAND DR,Grandview-Woodland,494661.4366,5457582.4461
Theft of Bicycle,2020,2,9,1,0,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.3244
Theft of Bicycle,2020,4,30,0,0,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.3244
Theft of Bicycle,2020,2,4,8,0,16XX ADANAC ST,Grandview-Woodland,494840.3161,5458311.3941
Theft of Bicycle,2020,5,6,23,0,16XX ADANAC ST,Grandview-Woodland,494841.4802,5458320.5126
Theft of Bicycle,2020,8,14,12,30,17XX CHARLES ST,Grandview-Woodland,494945.378,5457808.0317
Theft of Bicycle,2020,7,4,23,30,17XX E 2ND AVE,Grandview-Woodland,495012.1756,5457332.5203
Theft of Bicycle,2020,2,12,6,13,17XX E 2ND AVE,Grandview-Woodland,495035.5878,5457332.2069
Theft of Bicycle,2020,3,27,20,50,17XX E BROADWAY AVE,Grandview-Woodland,495003.3523,5456623.6716
Theft of Bicycle,2020,5,30,10,0,17XX E BROADWAY AVE,Grandview-Woodland,495003.3523,5456623.6716
Theft of Bicycle,2020,8,22,21,0,17XX E PENDER ST,Grandview-Woodland,494973.1152,5458619.7624
Theft of Bicycle,2020,8,1,17,0,17XX FRANCES ST,Grandview-Woodland,494914.8723,5458519.9537
Theft of Bicycle,2020,6,8,3,40,17XX LAKEWOOD DR,Grandview-Woodland,495492.5202,5457364.4986
Theft of Bicycle,2020,7,26,0,0,17XX PARKER ST,Grandview-Woodland,494996.8522,5458117.95
Theft of Bicycle,2020,9,10,22,0,21XX E 8TH AVE,Grandview-Woodland,495626.8758,5456711.4452
Theft of Bicycle,2020,4,12,23,0,21XX GRANT ST,Grandview-Woodland,495528.259,5457615.6706
Theft of Bicycle,2020,3,27,7,0,22XX CAMBRIDGE ST,Grandview-Woodland,495695.3566,5459315.4903
Theft of Bicycle,2020,4,12,0,0,22XX CAMBRIDGE ST,Grandview-Woodland,495695.3566,5459315.4903
Theft of Bicycle,2020,4,13,16,0,22XX CAMBRIDGE ST,Grandview-Woodland,495695.3566,5459315.4903
Theft of Bicycle,2020,4,13,18,0,22XX CAMBRIDGE ST,Grandview-Woodland,495695.3566,5459315.4903
Theft of Bicycle,2020,7,7,17,6,22XX COMMERCIAL DR,Grandview-Woodland,494930.0334,5456876.6607
Theft of Bicycle,2020,9,19,19,30,22XX COMMERCIAL DR,Grandview-Woodland,494930.0334,5456876.6607
Theft of Bicycle,2020,6,17,18,0,22XX COMMERCIAL DR,Grandview-Woodland,494930.639,5456921.2652
Theft of Bicycle,2020,11,27,14,0,20XX CHARLES ST,Grandview-Woodland,495375.7213,5457801.1324
Theft of Bicycle,2020,4,23,22,55,20XX COMMERCIAL DR,Grandview-Woodland,494933.0354,5457079.6501
Theft of Bicycle,2020,6,27,9,0,20XX COMMERCIAL DR,Grandview-Woodland,494933.6013,5457111.9273
Theft of Bicycle,2020,10,21,16,40,20XX DUNDAS ST,Grandview-Woodland,495385.18,5459114.4977
Theft of Bicycle,2020,7,20,21,30,20XX E HASTINGS ST,Grandview-Woodland,495420.6143,5458721.0728
Theft of Bicycle,2020,8,18,16,0,20XX E HASTINGS ST,Grandview-Woodland,495420.6143,5458721.0728
Theft of Bicycle,2020,12,30,14,0,20XX FRANKLIN ST,Grandview-Woodland,495436.3752,5458824.4243
Theft of Bicycle,2020,2,9,23,30,20XX GRANT ST,Grandview-Woodland,495397.2785,5457609.663
Theft of Bicycle,2020,11,25,14,18,20XX PARKER ST,Grandview-Woodland,495463.8357,5458109.8635
Theft of Bicycle,2020,5,1,17,30,20XX TURNER ST,Grandview-Woodland,495416.3647,5458483.3738
Theft of Bicycle,2020,7,13,14,25,20XX WALL ST,Grandview-Woodland,495375.017,5459139.7935
Theft of Bicycle,2020,8,28,0,0,19XX WOODLAND DR,Grandview-Woodland,494644.9297,5457203.9455
Theft of Bicycle,2020,9,4,12,0,19XX WOODLAND DR,Grandview-Woodland,494644.9297,5457203.9455
Theft of Bicycle,2020,9,15,0,0,19XX WOODLAND DR,Grandview-Woodland,494644.9297,5457203.9455
Theft of Bicycle,2020,10,20,8,0,2XX N TEMPLETON DR,Grandview-Woodland,495655.6184,5459347.8558
Theft of Bicycle,2020,3,20,11,39,22XX E HASTINGS ST,Grandview-Woodland,495660.3565,5458710.4056
Theft of Bicycle,2020,8,18,1,20,22XX E HASTINGS ST,Grandview-Woodland,495742.686,5458719.2961
Theft of Bicycle,2020,4,20,12,0,22XX ETON ST,Grandview-Woodland,495718.3964,5459415.801
Theft of Bicycle,2020,6,19,12,0,22XX MCGILL ST,Grandview-Woodland,495760.1807,5459525.0841
Theft of Bicycle,2020,5,5,20,0,22XX OXFORD ST,Grandview-Woodland,495680.5689,5459224.0335
Theft of Bicycle,2020,3,18,22,0,22XX WILLIAM ST,Grandview-Woodland,495705.876,5457897.288
Theft of Bicycle,2020,9,17,0,0,23XX CHARLES ST,Grandview-Woodland,495822.2855,5457792.4253
Theft of Bicycle,2020,4,1,15,0,23XX OXFORD ST,Grandview-Woodland,495827.4534,5459213.7168
Theft of Bicycle,2020,4,8,19,35,24XX COMMERCIAL DR,Grandview-Woodland,494926.9516,5456659.2155
Theft of Bicycle,2020,4,25,17,17,4XX LAKEWOOD DR,Grandview-Woodland,495517.2734,5458678.887
Theft of Bicycle,2020,9,7,0,1,6XX VICTORIA DR,Grandview-Woodland,495223.905,5458472.955
Theft of Bicycle,2020,2,11,23,0,7XX SALSBURY DR,Grandview-Woodland,495024.0989,5458386.5094
Theft of Bicycle,2020,7,15,19,44,7XX TEMPLETON DR,Grandview-Woodland,495645.2725,5458367.6113
Theft of Bicycle,2020,4,19,11,31,ADANAC ST / MCLEAN DR,Grandview-Woodland,494607.2223,5458322.9593
Theft of Bicycle,2020,7,26,11,55,CLARK DR / E 2ND AVE,Grandview-Woodland,494370.3677,5457335.5012
Theft of Bicycle,2020,6,21,16,0,COMMERCIAL DR / E 6TH AVE,Grandview-Woodland,494926.1361,5456926.3866
Theft of Bicycle,2020,10,6,16,52,COMMERCIAL DR / GRAVELEY ST,Grandview-Woodland,494933.3117,5457528.9353
Theft of Bicycle,2020,4,25,4,25,VICTORIA DR / WILLIAM ST,Grandview-Woodland,495222.6965,5457900.2974
Theft of Vehicle,2020,7,29,23,0,11XX CLARK DR,Grandview-Woodland,494382.0039,5458018.256
Theft of Vehicle,2020,11,18,16,30,11XX LILY ST,Grandview-Woodland,495307.9918,5458002.5453
Theft of Vehicle,2020,2,3,9,0,11XX ODLUM DR,Grandview-Woodland,494483.8219,5458006.2206
Theft of Vehicle,2020,10,31,20,0,13XX E 1ST AVE,Grandview-Woodland,494446.5098,5457438.6033
Theft of Vehicle,2020,11,23,15,0,13XX E BROADWAY AV,Grandview-Woodland,494409.2201,5456632.1766
Theft of Vehicle,2020,12,9,20,59,13XX E HASTINGS ST,Grandview-Woodland,494403.2984,5458730.3574
Theft of Vehicle,2020,2,25,12,44,13XX E HASTINGS ST,Grandview-Woodland,494419.2444,5458739.2092
Theft of Vehicle,2020,3,5,17,0,13XX E HASTINGS ST,Grandview-Woodland,494419.2444,5458739.2092
Theft of Vehicle,2020,4,6,19,0,14XX CHARLES ST,Grandview-Woodland,494617.1474,5457809.2782
Theft of Vehicle,2020,9,15,0,0,14XX CHARLES ST,Grandview-Woodland,494634.9727,5457808.639
Theft of Bicycle,2020,8,20,17,30,E HASTINGS ST / LAKEWOOD DR,Grandview-Woodland,495513.4371,5458715.3228
Theft of Vehicle,2020,3,11,8,30,14XX KITCHENER ST,Grandview-Woodland,494478.1211,5457715.03
Theft of Vehicle,2020,3,29,22,0,14XX KITCHENER ST,Grandview-Woodland,494619.1636,5457719.7767
Theft of Vehicle,2020,4,2,20,0,14XX WILLIAM ST,Grandview-Woodland,494540.2306,5457923.7314
Theft of Vehicle,2020,8,15,3,0,15XX ADANAC ST,Grandview-Woodland,494640.1203,5458317.1498
Theft of Vehicle,2020,10,7,21,0,15XX CHARLES ST,Grandview-Woodland,494662.2243,5457807.8869
Theft of Vehicle,2020,3,14,3,10,15XX E 3RD AVE,Grandview-Woodland,494659.5687,5457236.3594
Theft of Vehicle,2020,4,22,21,0,15XX E 4TH AVE,Grandview-Woodland,494662.4951,5457123.5483
Theft of Vehicle,2020,12,28,3,32,15XX E PENDER ST,Grandview-Woodland,494659.2267,5458616.1298
Theft of Vehicle,2020,10,11,19,0,15XX FRANCES ST,Grandview-Woodland,494696.9576,5458524.5716
Theft of Vehicle,2020,12,21,7,33,15XX POWELL ST,Grandview-Woodland,494669.9779,5458964.4564
Theft of Vehicle,2020,6,11,19,0,16XX ADANAC ST,Grandview-Woodland,494801.8464,5458312.3244
Theft of Vehicle,2020,11,2,21,0,16XX E 4TH AVE,Grandview-Woodland,494790.1225,5457122.5026
Theft of Vehicle,2020,5,11,17,0,16XX E 6TH AVE,Grandview-Woodland,494830.6149,5456932.7917
Theft of Vehicle,2020,9,24,16,30,16XX E GEORGIA ST,Grandview-Woodland,494761.629,5458422.9184
Theft of Vehicle,2020,5,11,19,0,16XX GRAVELEY ST,Grandview-Woodland,494801.1359,5457525.7754
Theft of Vehicle,2020,11,30,17,45,16XX GRAVELEY ST,Grandview-Woodland,494801.1359,5457525.7754
Theft of Vehicle,2020,10,7,15,0,16XX KITCHENER ST,Grandview-Woodland,494803.8627,5457707.6439
Theft of Vehicle,2020,8,28,14,23,16XX NAPIER ST,Grandview-Woodland,494923.032,5458018.925
Theft of Vehicle,2020,10,7,5,30,16XX PANDORA ST,Grandview-Woodland,494728.5538,5458925.3364
Theft of Vehicle,2020,12,28,9,55,16XX VENABLES ST,Grandview-Woodland,494848.8176,5458220.4143
Theft of Vehicle,2020,10,7,19,45,17XX CHARLES ST,Grandview-Woodland,495078.2155,5457814.4722
Theft of Vehicle,2020,6,14,7,11,17XX E 7TH AVE,Grandview-Woodland,495025.181,5456819.8129
Theft of Vehicle,2020,8,3,18,0,11XX VICTORIA DR,Grandview-Woodland,495228.7973,5458006.1485
Theft of Vehicle,2020,7,16,1,0,19XX E 3RD AVE,Grandview-Woodland,495219.8244,5457219.4049
Theft of Vehicle,2020,7,3,23,0,19XX E 4TH AVE,Grandview-Woodland,495249.6309,5457118.1062
Theft of Vehicle,2020,7,17,8,4,19XX E HASTINGS ST,Grandview-Woodland,495235.1454,5458724.0936
Theft of Vehicle,2020,5,12,8,0,19XX WILLIAM ST,Grandview-Woodland,495223.9547,5457894.2809
Theft of Vehicle,2020,8,30,13,55,19XX WOODLAND DR,Grandview-Woodland,494644.957,5457206.0077
Theft of Vehicle,2020,4,1,20,0,1XX LAKEWOOD DR,Grandview-Woodland,495520.9432,5459015.2107
Theft of Vehicle,2020,8,28,5,28,20XX COMMERCIAL DR,Grandview-Woodland,494933.1159,5457084.2191
Theft of Vehicle,2020,9,21,20,0,20XX FRANKLIN ST,Grandview-Woodland,495451.9105,5458815.0575
Theft of Vehicle,2020,3,23,0,0,21XX WALL ST,Grandview-Woodland,495526.9405,5459307.5897
Theft of Vehicle,2020,6,22,0,1,21XX WALL ST,Grandview-Woodland,495568.9571,5459388.1984
Theft of Vehicle,2020,4,23,19,0,21XX WALL ST,Grandview-Woodland,495602.6568,5459451.9606
